X,Y
0,0
0,0.0285714285714286
0,0.0571428571428571
0,0.0857142857142857
0,0.114285714285714
0,0.142857142857143
0,0.171428571428571
0,0.2
0,0.228571428571429
0,0.257142857142857
0,0.285714285714286
0,0.314285714285714
0,0.342857142857143
0,0.371428571428571
0,0.4
0,0.428571428571429
0.00934579439252336,0.428571428571429
0.00934579439252336,0.457142857142857
0.00934579439252336,0.485714285714286
0.00934579439252336,0.514285714285714
0.00934579439252336,0.542857142857143
0.00934579439252336,0.571428571428571
0.00934579439252336,0.6
0.00934579439252336,0.628571428571429
0.00934579439252336,0.657142857142857
0.00934579439252336,0.685714285714286
0.0186915887850467,0.685714285714286
0.0280373831775701,0.685714285714286
0.0280373831775701,0.714285714285714
0.0373831775700935,0.714285714285714
0.0467289719626168,0.714285714285714
0.0560747663551402,0.714285714285714
0.0560747663551402,0.742857142857143
0.0560747663551402,0.771428571428571
0.0654205607476635,0.771428571428571
0.0654205607476635,0.8
0.0747663551401869,0.8
0.0841121495327103,0.8
0.0934579439252336,0.8
0.102803738317757,0.8
0.11214953271028,0.8
0.11214953271028,0.828571428571429
0.11214953271028,0.857142857142857
0.121495327102804,0.857142857142857
0.130841121495327,0.857142857142857
0.130841121495327,0.885714285714286
0.14018691588785,0.885714285714286
0.149532710280374,0.885714285714286
0.158878504672897,0.885714285714286
0.168224299065421,0.885714285714286
0.177570093457944,0.885714285714286
0.186915887850467,0.885714285714286
0.186915887850467,0.914285714285714
0.196261682242991,0.914285714285714
0.205607476635514,0.914285714285714
0.214953271028037,0.914285714285714
0.224299065420561,0.914285714285714
0.233644859813084,0.914285714285714
0.242990654205607,0.914285714285714
0.252336448598131,0.914285714285714
0.261682242990654,0.914285714285714
0.261682242990654,0.942857142857143
0.271028037383178,0.942857142857143
0.280373831775701,0.942857142857143
0.289719626168224,0.942857142857143
0.299065420560748,0.942857142857143
0.308411214953271,0.942857142857143
0.317757009345794,0.942857142857143
0.327102803738318,0.942857142857143
0.336448598130841,0.942857142857143
0.345794392523364,0.942857142857143
0.355140186915888,0.942857142857143
0.364485981308411,0.942857142857143
0.364485981308411,0.971428571428571
0.373831775700935,0.971428571428571
0.383177570093458,0.971428571428571
0.392523364485981,0.971428571428571
0.401869158878505,0.971428571428571
0.401869158878505,1
0.411214953271028,1
0.420560747663551,1
0.429906542056075,1
0.439252336448598,1
0.448598130841121,1
0.457943925233645,1
0.467289719626168,1
0.476635514018692,1
0.485981308411215,1
0.495327102803738,1
0.504672897196262,1
0.514018691588785,1
0.523364485981308,1
0.532710280373832,1
0.542056074766355,1
0.551401869158878,1
0.560747663551402,1
0.570093457943925,1
0.579439252336449,1
0.588785046728972,1
0.598130841121495,1
0.607476635514019,1
0.616822429906542,1
0.626168224299065,1
0.635514018691589,1
0.644859813084112,1
0.654205607476635,1
0.663551401869159,1
0.672897196261682,1
0.682242990654206,1
0.691588785046729,1
0.700934579439252,1
0.710280373831776,1
0.719626168224299,1
0.728971962616822,1
0.738317757009346,1
0.747663551401869,1
0.757009345794393,1
0.766355140186916,1
0.775700934579439,1
0.785046728971963,1
0.794392523364486,1
0.803738317757009,1
0.813084112149533,1
0.822429906542056,1
0.831775700934579,1
0.841121495327103,1
0.850467289719626,1
0.85981308411215,1
0.869158878504673,1
0.878504672897196,1
0.88785046728972,1
0.897196261682243,1
0.906542056074766,1
0.91588785046729,1
0.925233644859813,1
0.934579439252336,1
0.94392523364486,1
0.953271028037383,1
0.962616822429907,1
0.97196261682243,1
0.981308411214953,1
0.990654205607477,1
1,1
